hs_code,item_name
2906110000,멘톨
2906120000,"시클로헥산올, 메틸시클로헥산올 및 디메틸시클로헥산올"
290613,스테롤과 이노시톨
2906131000,스테롤
2906132000,이노시톨
290619,기타
2906191000,보르네올
2906192000,테르피네올
2906199000,기타
29062,방향족
2906210000,벤질알코올
290629,기타
2906291000,페닐에틸알코올
2906292000,페닐프로필알코올
2906293000,신나밀알코올
2906299000,기타
2907,페놀과 페놀알코올
29071,1가페놀
290711,페놀(석탄산)과 그 염
2907111000,페놀
2907112000,페놀의 염
290712,크레졸과 그들의 염
2907121000,크레졸
2907122000,크레졸의 염
290713,옥틸페놀ㆍ노닐페놀과 그들의 이성체 및 그들의 염
2907131000,옥틸페놀
2907132000,노닐페놀
2907139000,기타
290715,나프톨과 그들의 염
2907151000,나프톨
2907152000,나프톨의 염
290719,기타
2907191000,티몰
2907192000,크실레놀과 그들의 염
2907199000,기타
29072,다가페놀 및 페놀알코올
290721,레소르시놀과 그 염
2907211000,레소르시놀
2907212000,레소르시놀의 염
290722,히드로퀴논(퀴놀)과 그 염
2907221000,히드로퀴논
2907222000,히드로퀴논의 염
290723,"4,4´-이소프로필리덴디페놀(비스페놀에이, 디페닐올프로판)과 그 염"
2907231000,"4,4´-이소프로필리덴디페놀(비스페놀에이)"
2907232000,"4,4´-이소프로필리덴디페놀(비스페놀에이)의 염"
290729,기타
2907291000,카테콜
2907299000,기타
2908,페놀 또는 페놀알코올의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
29081,할로겐화유도체와 그들의 염
2908110000,펜타클로로페놀(ISO)
290819,기타
2908191000,클로로페놀(펜타클로로페놀을 제외한다)
2908192000,테트라브로모비스페놀에이
2908193000,트리브로모페놀
2908199000,기타
29089,기타
2908910000,디노셉(ISO)과 그 염
290899,기타
2908991000,나프톨술폰산과 그들의 염
2908992000,페놀술폰산
2908993000,니트로화유도체 및 그들의 염
2908994000,니트로소화유도체 및 그들의 염
2908999000,기타
2909,에테르ㆍ에테르알코올ㆍ에테르페놀ㆍ에테르알코올페놀ㆍ과산화알코올ㆍ과산화에테르 및 과산화케톤(화학적으로 단일한 것인지의 여부를 불문한다)과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
29091,비환식에테르와 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2909110000,디에틸에테르
290919,기타
2909191000,비스(클로로메틸)에테르
2909192000,메틸터샤리 부틸에테르
2909199000,기타
290920,포화지환식ㆍ불포화지환식 또는 시클로테르펜에테르 및 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2909201000,시네올
2909209000,기타
290930,방향족에테르와 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2909301000,아니솔
2909302000,아네톨
2909303000,디페닐 에테르
2909304000,앰브렛 머스크
2909305000,데카브로모디페닐 옥사이드
29093090,기타
2909309010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2909309090,기타
29094,에테르 알코올과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2909410000,"2,2'-옥시디에탄올(디에틸렌글리콜, 디골)"
2909430000,에틸렌글리콜의 모노부틸에테르와 디에틸렌글리콜의 모노부틸에테르
290944,에틸렌글리콜의 기타 모노알킬에테르와 디에틸렌글리콜의 기타 모노알킬에테르
2909441000,에틸렌글리콜의 모노메틸에테르와 디에틸렌글리콜의 모노메틸 에테르
2909449000,기타
290949,기타
2909491000,트리에틸렌 글리콜
2909499000,기타
290950,"에테르페놀, 에테르알코올페놀과 그들의 할로겐화유도체ㆍ술폰화 유도체ㆍ니트로화유도체 또는 니트로소화유도체"
2909501000,오이게놀
2909502000,이소오이게놀
2909503000,에테르알코올페놀
2909509000,기타
290960,과산화알코올ㆍ과산화에테르ㆍ과산화케톤과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2909601000,과산화알코올
2909602000,디쿠밀퍼록사이드
2909603000,메틸에틸케톤퍼록사이드
2909609000,기타
2910,3원고리의 에폭시드ㆍ에폭시알코올ㆍ에폭시페놀 및 에폭시에테르와 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2910100000,옥시란(에틸렌옥사이드)
2910200000,메틸옥시란(프로필렌옥사이드)
2910300000,"1-클로로-2,3-에폭시프로판(에피클로로히드린)"
2910400000,"디엘드린(ISO, INN)"
2910900000,기타
291100,아세탈 및 헤미아세탈(기타 산소관능의 결합여부를 불문한다)과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
29110010,아세탈 및 헤미아세탈
2911001010,아세탈
2911001020,헤미아세탈
2911009000,기타
2912,"알데히드(기타 산소관능의 결합여부를 불문한다), 알데히드의 환식중합체 및 파라포름알데히드"
29121,비환식알데히드(기타 산소관능의 결합을 하지 아니한 것에 한한다)
2912110000,메탄알(포름알데히드)
2912120000,에탄알(아세트알데히드)
291219,기타
2912191000,시트로넬알데히드
2912192000,시틀알
2912193000,"부탄알(부티르알데히드, 노르말-이성체)"
2912199000,기타
29122,환식알데히드(기타 산소관능의 결합을 하지 아니한 것에 한한다)
2912210000,벤즈알데히드
291229,기타
2912292000,페닐아세트알데히드
2912293000,신남알데히드
2912294000,알파아밀신남알데히드
2912295000,시클라멘알데히드
2912299000,기타
291230,알데히드 알코올
2912301000,히드록시시트로넬알데히드
2912309000,기타
29124,알데히드-에테르ㆍ알데히드-페놀과 기타 산소관능의 알데히드
2912410000,바닐린(4-히드록시-3-메톡시벤즈알데히드)
2912420000,에틸바닐린(3-에톡시-4-히드록시벤즈알데히드)
291249,기타
2912491000,"3,4,5-트리메톡시벤즈알데히드"
2912499000,기타
291250,알데히드의 환식중합체
2912501000,트리옥산
2912502000,파라알데히드
2912503000,메타알데히드
2912509000,기타
2912600000,파라포름알데히드
2913000000,제2912호의 물품의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2914,케톤 및 퀴논(기타 산소관능의 결합여부를 불문한다)과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
29141,비환식케톤(기타 산소관능의 결합을 하지 아니한 것에 한한다)
2914110000,아세톤
2914120000,부탄온(메틸에틸케톤)
2914130000,4-메틸펜탄-2-온(메틸이소부틸케톤)
291419,기타
2914191000,"3,3-디메틸-2-부타논(피나콜론)"
2914199000,기타
29142,포화지환식ㆍ불포화지환식 또는 시클로테르펜케톤(기타 산소관능의 결합을 하지 아니한 것에 한한다)
2914210000,장뇌
291422,시클로헥사논과 메틸시클로헥사논
2914221000,시클로헥사논
2914222000,메틸시클로헥사논
291423,이오논과 메틸이오논
2914231000,이오논
2914232000,메틸이오논
291429,기타
2914291000,자스몬
2914299000,기타
29143,방향족 케톤(기타 산소관능의 결합을 하지 아니한 것에 한한다)
2914310000,페닐아세톤(페닐프로판-2-온)
2914390000,기타
291440,케톤-알코올과 케톤-알데히드
2914401000,디아세톤 알코올(4-히드록시-4-메틸펜탄-2-온)
2914409000,기타
291450,케톤-페놀과 기타 산소관능의 케톤
2914501000,케톤-페놀
2914509000,기타
29146,퀴논
2914610000,안트라퀴논
291469,기타
2914691000,안트라퀴논의 유도체
29146990,기타
2914699010,퀴논알코올ㆍ퀴논페놀과 퀴논알데히드
2914699090,기타
291470,할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2914701000,케톤 머스크
29147090,기타
2914709010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2914709090,기타
2915,포화비환식모노카르복시산과 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산 및 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
29151,포름산과 그 염 및 에스테르
2915110000,포름산
291512,포름산의 염
2915121000,포름산 칼슘
2915122000,포름산 암모늄
2915129000,기타
291513,포름산의 에스테르
2915131000,포름산 메틸
2915132000,2-에틸헥실클로로포메이트
2915139000,기타
29152,초산과 그 염 및 무수초산
2915210000,초산
2915240000,무수초산
291529,기타
2915291000,초산칼슘
2915292000,초산나트륨
2915293000,초산코발트
2915299000,기타
29153,초산에스테르
2915310000,초산에틸
2915320000,초산비닐
291533,초산노르말부틸
2915331000,반도체 제조용의 것
2915339000,기타
2915360000,초산디노셉(ISO)
291539,기타
2915391000,초산아밀
2915392000,초산이소아밀
2915393000,초산메틸
2915394000,초산이소부틸
2915395000,초산2-에톡시에틸
2915399000,기타
291540,모노클로로 아세트산ㆍ디클로로 아세트산ㆍ트리클로로 아세트산과 그들의 염 및 에스테르
2915401000,모노클로로 아세트산
2915409000,기타
2915500000,프로피온산과 그 염 및 에스테르
2915600000,부탄산ㆍ펜탄산과 그들의 염 및 에스테르
291570,팔미트산ㆍ스테아르산과 그들의 염 및 에스테르
2915701000,팔미트산과 그 염 및 에스테르
29157020,스테아르산과 그 염 및 에스테르
2915702010,스테아르산
2915702020,스테아르산 마그네슘
2915702030,스테아르산 연
2915702040,스테아르산 아연
2915702050,스테아르산 바륨
2915702060,스테아르산 카드뮴
2915702070,스테아르산 칼슘
2915702080,스테아르산 부틸
2915702090,기타
291590,기타
2915901000,네오데카노일 클로라이드와 피발로일클로라이드
29159090,기타
2915909010,2-에틸헥소산
2915909090,기타
2916,불포화비환식모노카르복시산ㆍ환식모노카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
29161,불포화비환식모노카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
291611,아크릴산과 그 염
2916111000,아크릴산
2916119000,기타
291612,아크릴산의 에스테르
2916121000,아크릴산에틸
2916122000,아크릴산메틸
2916123000,아크릴산부틸
2916124000,아크릴산 2-에틸헥실
2916129000,기타
291613,메타아크릴산과 그 염
2916131000,메타아크릴산
2916139000,기타
291614,메타아크릴산의 에스테르
2916141000,메타아크릴산메틸
2916149000,기타
291615,올레산ㆍ리놀레산ㆍ리놀렌산과 그들의 염 및 에스테르
2916151000,올레산과 그 염 및 에스테르
2916152000,리놀레산과 그 염 및 에스테르
2916153000,리놀렌산과 그 염 및 에스테르
2916190000,기타
291620,포화지환식ㆍ불포화지환식 또는 시클로테르펜모노카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
2916201000,시클로 헥산카르복시산
2916202000,시클로 펜테닐 초산
29162090,기타
2916209010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2916209090,기타
29163,방향족 모노카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
291631,벤조산과 그 염 및 에스테르
2916311000,벤조산
2916312000,벤조산나트륨
2916313000,벤조산벤질
29163190,기타
2916319010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2916319090,기타
291632,과산화벤조일과 염화벤조일
2916321000,과산화벤조일
2916322000,염화벤조일
291634,페닐아세트산 및 그 염
2916341000,페닐아세트산
2916342000,페닐아세트산의 염
291635,페닐아세트산의 에스테르
2916351000,페닐아세트산에틸
2916352000,페닐아세트산이소부틸
2916353000,페닐아세트산이소아밀
2916359000,기타
2916360000,비나파크릴(ISO)
291639,기타
2916391000,계피산
29163990,기타
2916399010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2916399090,기타
2917,폴리카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니토로소화유도체
29171,비환식폴리카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
291711,옥살산과 그 염 및 에스테르
2917111000,옥살산
2917112000,옥살산의 염
2917113000,옥살산의 에스테르
291712,아디프산과 그 염 및 에스테르
2917121000,아디프산
2917122000,아디프산의 염
29171230,아디프산의 에스테르
2917123010,아디프산 디옥틸
2917123090,기타
291713,아젤라산ㆍ세바스산과 그들의 염 및 에스테르
2917131000,아젤라산과 그 염 및 에스테르
2917132000,세바스산과 그 염 및 에스테르
2917140000,무수말레산
291719,기타
2917191000,말레산
2917192000,숙신산
2917193000,숙신산 나트륨
2917194000,말론산 디에틸
2917195000,말론산 디이소프로필
2917199000,기타
2917200000,포화지환식ㆍ불포화지환식 또는 시클로테르펜폴리카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
29173,방향족 폴리카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
291732,오르토프탈산디옥틸
2917321000,오르토프탈산 디-2-에틸헥실
2917329000,기타
291733,오르토프탈산디노닐과 오르토프탈산디데실
2917331000,오르토프탈산디노닐
2917332000,오르토프탈산디데실
291734,기타 오르토프탈산의 에스테르
2917341000,오르토프탈산 디헵틸
2917342000,오르토프탈산 디이소데실
2917343000,오르토프탈산 디부틸
2917349000,기타
2917350000,무수프탈산
291736,테레프탈산과 그 염
2917361000,테레프탈산
2917369000,기타
2917370000,테레프탈산디메틸
291739,기타
2917391000,이소프탈산
2917392000,트리옥틸트리메리테이트(T.O.T.M)
2917393000,무수트리멜리트산
2917399000,기타
2918,산소관능의 카르복시산 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
29181,알코올관능의 카르복시산(기타 산소관능을 가지지 아니한 것에 한한다) 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
291811,락트산과 그 염 및 에스테르
2918111000,락트산
2918112000,락트산의 염
2918113000,락트산의 에스테르
2918120000,타르타르산
291813,타르타르산의 염과 에스테르
2918131000,타르타르산의 염
2918132000,타르타르산의 에스테르
2918140000,시트르산
291815,시트르산의 염과 에스테르
29181510,시트르산의 염
2918151010,시트르산 칼슘
2918151090,기타
2918152000,시트르산의 에스테르
291816,글루콘산과 그 염 및 에스테르
2918161000,글루콘산
2918162000,글루콘산의 염
2918163000,글루콘산의 에스테르
2918180000,클로로벤질레이트(ISO)
291819,기타
29181910,기타 알코올관능의 카르복시산
2918191010,말산
2918191090,기타
29181920,기타 알코올관능의 카르복시산의 염
2918192010,말산의 염
2918192090,기타
29181930,기타 알코올관능의 카르복시산의 에스테르
2918193010,말산의 에스테르
2918193020,메틸벤질레이트
2918193090,기타
2918194000,2.2-디페닐-2-하이드록시아세트산(벤질산)
2918199000,기타
29182,페놀관능기의 카르복시산(기타 산소관능을 가지지 아니한 것에 한한다) 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
291821,살리실산과 그 염
2918211000,살리실산
29182120,살리실산의 염
2918212010,살리실산 나트륨
2918212090,기타
291822,오르토-아세틸살리실산과 그 염 및 에스테르
2918221000,오르토-아세틸살리실산
2918222000,오르토-아세틸살리산의 염
2918223000,오르토-아세틸살리실산의 에스테르
291823,기타 살리실산의 에스테르와 그들의 염
29182310,기타 살리실산의 에스테르
2918231010,살리실산 메틸
2918231020,살리실산 에틸
2918231090,기타
2918232000,기타 살리실산에스테르의 염
291829,기타
2918291000,베타옥시나프토산과 그 염
29182990,기타
2918299010,갈산
2918299020,파라히드록시 나프토산
2918299030,파라히드록시 벤조산
2918299040,갈산의 염과 에스테르
2918299090,기타
291830,알데히드 또는 케톤관능기의 카르복시산(기타 산소관능을 가지지 아니한 것에 한한다) 및 그들의 무수물ㆍ할로겐화물ㆍ과산화물ㆍ과산화산과 그들의 유도체
2918301000,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2918309000,기타
29189,기타
2918910000,"2,4,5-티(ISO)(2,4,5-트리클로로페녹시아세트산)와 그 염 및 에스테르"
291899,기타
2918991000,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2918999000,기타
2919,인산에스테르 및 그들의 염(락토포스페이트를 포함한다)과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
2919100000,"트리스(2,3-디브로모프로필) 포스페이트"
291990,기타
29199010,인산 에스테르
291990101,디메틸 디클로로비닐 포스페이트(D.D.V.P)
2919901011,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2919901019,기타
2919901020,글리세로인산
2919901090,기타
2919902000,인산에스테르의 염
2919909000,기타
2920,기타 비(非)금속 무기산의 에스테르(할로겐화수소의 에스테르를 제외한다) 및 그들의 염과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
29201,티오인산에스테르(포스포로티오에이트) 및 그들의 염과 그들의 할로겐화유도체ㆍ술폰화유도체ㆍ니트로화유도체 또는 니트로소화유도체
292011,파라티온(ISO) 및 파라티온-메틸(ISO)(메틸-파라티온)
2920111000,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2920119000,기타
292019,기타
2920191000,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
29201990,기타
2920199010,0.0-디메틸-0-(3-메틸-4-니트로페닐)티오포스페이트
2920199090,기타
292090,기타
29209010,황산에스테르의 것
2920901010,황산디메틸
2920901020,황산디에틸
2920901090,기타
2920902000,아질산에스테르 및 질산에스테르의 것
2920903000,탄산에스테르의 것
29209040,아인산에스테르의 것
2920904010,디메틸 포스파이트
2920904020,디에틸 포스파이트
2920904030,트리메틸 포스파이트
2920904040,트리에틸 포스파이트
29209090,기타
2920909010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2920909090,기타
2921,아민관능화합물
29211,비환식모노아민과 그들의 유도체 및 그들의 염
292111,메틸아민ㆍ디메틸아민ㆍ트리메틸아민과 그들의 염
29211110,메틸아민과 그 염
2921111010,메틸아민
2921111020,메틸아민의 염
29211120,디메틸아민과 그 염
2921112010,디메틸아민
2921112020,디메틸아민의 염
29211130,트리메틸아민과 그 염
2921113010,트리메틸아민
2921113020,트리메틸아민의 염
292119,기타
2921191000,디메틸아미노에틸클로라이드 염산염
2921192000,디에틸아민과 그 염
29211990,기타
2921199010,디메틸라우릴아민
2921199020,클로르메틴(INN)[비스(2-클로로에틸)메틸아민]
2921199030,비스(2-클로로에틸)에틸아민
2921199040,트리클로르메틴(INN)[트리스(2-클로로에틸)아민]
2921199050,디-이소프로필아민
2921199060,"엔,엔-디이소프로필-베타-아미노에틸클로라이드"
2921199070,"엔,엔-디알킬(메틸, 에틸, 노르말-프로필 또는 이소프로필)2-클로로에틸아민과 그들의 수소화된 염들"
2921199090,기타
29212,비환식폴리아민과 그들의 유도체 및 그들의 염
292121,에틸렌디아민과 그 염
2921211000,에틸렌디아민
2921212000,에틸렌디아민의 염
292122,헥사메틸렌디아민과 그 염
2921221000,헥사메틸렌디아민
2921222000,헥사메틸렌디아민아디페이트
2921229000,기타
292129,기타
2921291000,디에틸렌 트리아민
2921292000,트리에틸렌 테트라아민
2921299000,기타
292130,"포화지환식아민, 불포화지환식아민, 시클로테르펜 모노아민 및 폴리아민과 그들의 유도체 및 그들의 염"
2921301000,시클로 헥실아민
2921309000,기타
29214,방향족 모노아민과 그들의 유도체 및 그들의 염
292141,아닐린과 그 염
2921411000,아닐린
2921412000,아닐린의 염
292142,아닐린유도체와 그들의 염
2921421000,아닐린의 니트로할로겐화 유도체
2921422000,"2,4,5-트리클로로아닐린"
29214290,기타
2921429010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2921429090,기타
292143,톨루이딘과 그들의 유도체 및 그들의 염
2921431000,파라-톨루이딘-메타-술폰산과 그 염
2921432000,2-클로로-파라-톨루이딘-5-술폰산과 그 염
2921433000,3-아미노-6-클로로톨루엔-4-술폰산과 그 염
29214390,기타
2921439010,톨루이딘
292143909,기타
2921439091,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2921439099,기타
292144,디페닐아민과 그 유도체 및 그들의 염
2921441000,디페닐아민
2921449000,기타
292145,"1-나프틸아민(알파-나프틸아민), 2-나프틸아민(베타-나프틸아민)과 그들의 유도체 및 그들의 염"
2921451000,1-나프틸아민-4-술폰산과 그 염
29214590,기타
2921459010,1-나프틸아민(알파-나프틸아민)과 그 염
2921459020,2-나프틸아민(베타-나프틸아민)과 그 염
2921459030,"2-나프틸아민-3,6,8-트리술폰산과 그 염"
2921459090,기타
2921460000,"암페타민(INN), 벤즈페타민(INN), 덱스암페타민(INN), 에틸암페타민(INN), 펜캄파민(INN), 레페타민(INN), 레브암페타민(INN), 메페노렉스(INN), 펜터민(INN) 및 그들의 염"
292149,기타
2921491000,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2921499000,기타
29215,방향족 폴리아민과 그들의 유도체 및 그들의 염
292151,오르토-페닐렌디아민ㆍ메타-페닐렌디아민ㆍ파라-페닐렌디아민ㆍ디아미노톨루엔과 그들의 유도체 및 그들의 염
2921511000,엔-페닐-엔-이소프로필 파라-페닐렌디아민
2921512000,"엔-(1,3-디메틸 부틸)-엔-페닐-파라-페닐렌디아민"
29215190,기타
2921519010,오르토-페닐렌 디아민
2921519020,메타-페닐렌 디아민
2921519030,파라-페닐렌 디아민
2921519040,디아미노톨루엔
2921519090,기타
292159,기타
2921591000,"3,3-디클로로벤지딘술폰산염"
29215990,기타
2921599010,벤지딘
2921599020,벤지딘 디히드로 클로라이드
2921599030,"4,4´디아미노스틸벤-2,2´-디술폰산과 그 염"
2921599040,벤지딘의 염(벤지딘디히드로클로라이드의 것은 제외한다)
2921599050,오르토-톨리딘과 그 염
2921599090,기타
2922,산소관능아미노화합물
29221,"아미노알코올(동종 산소관능을 가지는 것에 한한다), 그들의 에테르와 에스테르 및 그들의 염"
292211,모노에탄올아민과 그 염
2922111000,모노에탄올아민
2922112000,모노에탄올아민의 염
292212,디에탄올아민과 그 염
2922121000,디에탄올아민
2922122000,디에탄올아민의 염
292213,트리에탄올아민과 그 염
2922131000,트리에탄올아민
2922132000,트리에탄올아민의 염
2922140000,덱스트로프로폭시펜(INN)과 그 염
292219,기타
2922191000,아릴에탄올아민
29221930,"엔,엔-디알킬(메틸, 에틸, 노르말-프로필 또는 이소프로필)2-아미노에탄올과 그들의 수소화된 염들"
2922193010,"엔,엔-디메틸-2-아미노에탄올과 그의 수소화된 염들"
2922193020,"엔,엔-디에틸-2-아미노에탄올과 그의 수소화된 염들"
2922193090,기타
2922194000,에틸디에탄올아민
2922195000,메틸디에탄올아민
2922196000,디에틸아미노에탄올
2922199000,기타
29222,아미노나프톨ㆍ기타 아미노페놀(동종 산소관능을 가지는 것에 한한다)과 그들의 에테르ㆍ에스테르 및 그들의 염
292221,아미노히드록시 나프탈렌술폰산과 그들의 염
2922211000,7-아미노-1-나프톨-3-술폰산(감마 에시드)과 그 염
2922212000,"8-아미노-1-나프톨-3, 6-디술폰산(에이치 에시드)과 그 염"
2922213000,2-아미노-5-나프톨-7-디술폰산(제이 에시드)과 그 염
2922219000,기타
292229,기타
2922291000,파라-아미노페놀
29222990,기타
2922299010,메타-아미노페놀
2922299020,오르토-아미노페놀
2922299030,아미노 크레졸
2922299040,페네티딘과 그들의 염
2922299090,기타
29223,아미노-알데히드ㆍ아미노-케톤과 아미노-퀴논(동종 산소관능을 가지는 것에 한한다)과 그들의 염
2922310000,"암페프라몬(INN), 메타돈(INN), 노르메타돈(INN) 및 그들의 염"
292239,기타
2922392000,아미노 안트라퀴논과 그들의 염
2922393000,아미노 안트라퀴논의 유도체
2922399000,기타
29224,아미노산(동종 산소관능을 가지는 것에 한한다)과 그 에스테르 및 그들의 염
292241,리신과 그 에스테르 및 그들의 염
2922411000,리신
2922412000,리신의 에스테르
2922413000,리신의 염과 리신에스테르의 염
292242,글루탐산과 그 염
2922421000,글루탐산
2922422000,글루탐산 나트륨
2922423000,기타 글루탐산의 염
292243,안트라닐산과 그 염
2922431000,안트라닐산
2922439000,안트라닐산의 염
2922440000,틸리딘(INN)과 그 염
292249,기타
2922491000,글리신
2922492000,알라닌
2922493000,류우신
2922494000,바린
2922495000,아스파르트산
2922496000,페닐글리신
2922497000,에틸파라아미노 벤조에이트
2922499000,기타
292250,아미노-알코올페놀ㆍ아미노산페놀과 기타 산소관능아미노화합물
2922501000,세린
2922502000,파라아미노살리실산과 그 염
2922503000,"1-파라-니트로 페놀-2-아미노-1,3-프로판디올"
2922504000,디알파히드록시페닐글리신
29225090,기타
2922509010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2922509090,기타
2923,제4암모늄염과 수산화 제4암모늄 및 레시틴과 기타 포스포아미노리피드(화학적으로 단일한 것인지의 여부를 불문한다)
292310,콜린과 그 염
2923101000,콜린
2923102000,콜린의 염
292320,레시틴과 기타 포스포아미노리피드
2923201000,레시틴
2923202000,기타 포스포아미노리피드
2923900000,기타
2924,카르복시 아미드관능화합물 및 탄산의 아미드관능화합물
29241,비환식아미드(비환식카르바메이트를 포함한다)와 그들의 유도체 및 그들의 염
2924110000,메프로바메이트(INN)
292412,"플루오로아세트아미드(ISO), 모노크로토포스(ISO) 및 포스파미돈(ISO)"
2924121000,플루오로아세트아미드(ISO)
2924122000,모노크로토포스(ISO)
2924123000,포스파미돈(ISO)
292419,기타
2924191000,디메틸포름아미드
2924192000,디메틸아세트아미드
29241990,기타
2924199010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2924199090,기타
29242,환식아미드(환식카르바메이트를 포함한다)와 그들의 유도체 및 그들의 염
292421,우레인과 그들의 유도체 및 그들의 염
2924211000,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2924219000,기타
2924230000,2-아세트아미도벤조산(엔-아세틸 안트라닐산) 및 그 염
2924240000,에치나메이트(INN)
292429,기타
29242910,아세트아닐리드 및 그 유도체
2924291010,아미노아세트아닐리드 및 그 유도체
2924291020,아세트아미노펜
2924291090,기타
2924292000,아세토아세트아닐리드 및 그 유도체
29242990,기타
2924299010,염산리도카인
292429909,기타
2924299091,"이오프로마이드, 이오파미돌 및 이오메프롤"
2924299092,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2924299099,기타
2925,카르복시이미드 관능화합물(사카린과 그 염을 포함한다) 및 이민관능화합물
29251,이미드와 그들의 유도체 및 그들의 염
292511,사카린과 그 염
2925111000,사카린
2925112000,사카린의 염
2925120000,구루테치미드(INN)
292519,기타
2925191000,프탈아미드
29251990,기타
2925199010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2925199090,기타
29252,이민과 그들의 유도체 및 그들의 염
2925210000,클로르디메포름(ISO)
292529,기타
2925291000,디페닐구아니딘
29252990,기타
2925299010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2925299090,기타
2926,니트릴관능화합물
2926100000,아크릴로니트릴
2926200000,1-시아노구아니딘(디시안디아미드)
2926300000,"펜프로포렉스(INN)와 그 염 및 메사돈(INN) 제조중간체(4-시아노-2-디메틸아미노-4,4-디페닐부탄)"
292690,기타
2926901000,아세토니트릴
2926902000,"1,4-디아미노-2,3-디시아노안트라퀴논"
29269090,기타
2926909010,말로노니트릴
292690909,기타
2926909091,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다)
2926909099,기타
292700,디아조화합물ㆍ아조화합물과 아족시화합물
2927001,디아조화합물
2927001100,6-니트로-1-디아조-2-나프톨-4-술폰산
2927001900,기타
2927002,아조화합물
2927002100,아조디카본아미드
29270029,기타
